GEMS Station Number,Local Station Number,Country Name,Water Type,Station Identifier,Station Narrative,Water Body Name,Main Basin,Upstream Basin Area,Elevation,Monitoring Type,Date Station Opened,Responsible Collection Agency,Latitude,Longitude,River Width,Discharge,Max. Depth,Lake Area,Lake Volume,Average Retention,Area of Aquifer,Depth of Impermeable Lining,Production Zone,Mean Abstraction Rate,Mean Abstraction Level
FRA01228,FRFR05124250,France,River station,PEYRELOUS,,,GARONNE,,413,TREND,,European Environment Agency,44.03054,2.36489,,,,,,,,,,,
FRA01229,FRFR05125000,France,River station,LA GARDE,,,GARONNE,,200,TREND,,European Environment Agency,44.17535,2.05951,,,,,,,,,,,
FRA01230,FRFR05125200,France,River station,PORT DE LA BESSE,,,GARONNE,,268,TREND,,European Environment Agency,44.16316,2.19677,,,,,,,,,,,
FRA01231,FRFR05125780,France,River station,TREBONS BAS,,,GARONNE,,827,TREND,,European Environment Agency,44.21016,2.8114,,,,,,,,,,,
FRA01232,FRFR05125860,France,River station,SEGUR,,,GARONNE,,763,TREND,,European Environment Agency,44.29637,2.83824,,,,,,,,,,,
FRA01233,FRFR05126000,France,River station,FLOIRAC,,,GARONNE,,241,TREND,,European Environment Agency,44.28557,2.00109,,,,,,,,,,,
FRA01234,FRFR05126100,France,River station,LA VALETTE,,,GARONNE,,406,TREND,,European Environment Agency,44.37169,2.27496,,,,,,,,,,,
FRA01235,FRFR05127000,France,River station,AMPIAC,,,GARONNE,,494,TREND,,European Environment Agency,44.33794,2.49326,,,,,,,,,,,
FRA01236,FRFR05129070,France,River station,ST NAUPHARY,,,GARONNE,,91,TREND,,European Environment Agency,43.98903,1.39055,,,,,,,,,,,
FRA01237,FRFR05130000,France,River station,VILLEMUR,,,GARONNE,,96,TREND,,European Environment Agency,43.86796,1.49966,,,,,,,,,,,
FRA01238,FRFR05131000,France,River station,ST SULPICE,,,GARONNE,,107,TREND,,European Environment Agency,43.77665,1.68811,,,,,,,,,,,
FRA01239,FRFR05131200,France,River station,PEYRIERES,,,GARONNE,,124,TREND,,European Environment Agency,43.74664,1.82441,,,,,,,,,,,
FRA01240,FRFR05133000,France,River station,REALMONT,,,GARONNE,,205,TREND,,European Environment Agency,43.76656,2.17535,,,,,,,,,,,
FRA01241,FRFR05133100,France,River station,LA ROQUE,,,GARONNE,,376,TREND,,European Environment Agency,43.76631,2.31689,,,,,,,,,,,
FRA01242,FRFR05134000,France,River station,AMBRES,,,GARONNE,,126,TREND,,European Environment Agency,43.72428,1.82222,,,,,,,,,,,
FRA01243,FRFR05134310,France,River station,SEMALENS,,,GARONNE,,161,TREND,,European Environment Agency,43.59291,2.11273,,,,,,,,,,,
FRA01244,FRFR05135100,France,River station,LABRUGUIERE,,,GARONNE,,187,TREND,,European Environment Agency,43.54022,2.26475,,,,,,,,,,,
FRA01245,FRFR05137000,France,River station,PONT DE L ARN,,,GARONNE,,264,TREND,,European Environment Agency,43.50363,2.40867,,,,,,,,,,,
FRA01246,FRFR05138000,France,River station,ST AMANS,,,GARONNE,,269,TREND,,European Environment Agency,43.4881,2.46336,,,,,,,,,,,
FRA01247,FRFR05138900,France,River station,COMBEGINIERES,,,GARONNE,,457,TREND,,European Environment Agency,43.46676,2.65524,,,,,,,,,,,
FRA01248,FRFR05139310,France,River station,VABRE,,,GARONNE,,408,TREND,,European Environment Agency,43.68125,2.41705,,,,,,,,,,,
FRA01249,FRFR05139330,France,River station,LE CASTELAS,,,GARONNE,,550,TREND,,European Environment Agency,43.73243,2.53457,,,,,,,,,,,
FRA01250,FRFR05139390,France,River station,COURREGEE,,,GARONNE,,432,TREND,,European Environment Agency,43.70287,2.45748,,,,,,,,,,,
FRA01251,FRFR05140000,France,River station,ST AGNAN,,,GARONNE,,479,TREND,,European Environment Agency,43.63917,2.48023,,,,,,,,,,,
FRA01252,FRFR05140150,France,River station,LA SALVETAT,,,GARONNE,,674,TREND,,European Environment Agency,43.60669,2.69835,,,,,,,,,,,
FRA01253,FRFR05140200,France,River station,LA CAUNAISE,,,GARONNE,,830,TREND,,European Environment Agency,43.70232,2.76463,,,,,,,,,,,
FRA01254,FRFR05140500,France,River station,VERGNEROL,,,GARONNE,,784,TREND,,European Environment Agency,43.66059,2.80227,,,,,,,,,,,
FRA01255,FRFR05141000,France,River station,RABASTENS,,,GARONNE,,117,TREND,,European Environment Agency,43.79602,1.69382,,,,,,,,,,,
FRA01256,FRFR05142100,France,River station,ALBI,,,GARONNE,,144,TREND,,European Environment Agency,43.9478,2.12509,,,,,,,,,,,
FRA01257,FRFR05143000,France,River station,PLAISANCE,,,GARONNE,,257,TREND,,European Environment Agency,43.92621,2.54449,,,,,,,,,,,
FRA01258,FRFR05144000,France,River station,BROUSSE,,,GARONNE,,264,TREND,,European Environment Agency,43.99765,2.62198,,,,,,,,,,,
FRA01259,FRFR05144500,France,River station,JANOLLES,,,GARONNE,,282,TREND,,European Environment Agency,43.99125,2.70143,,,,,,,,,,,
FRA01260,FRFR05145200,France,River station,VABRES L ABBAYE,,,GARONNE,,305,TREND,,European Environment Agency,43.95122,2.84024,,,,,,,,,,,
FRA01261,FRFR05145300,France,River station,CASTEL NOUVEL,,,GARONNE,,449,TREND,,European Environment Agency,43.78903,2.93802,,,,,,,,,,,
FRA01262,FRFR05145700,France,River station,DOURDOU,,,GARONNE,,397,TREND,,European Environment Agency,44.03683,2.96467,,,,,,,,,,,
FRA01263,FRFR05147000,France,River station,MILLAU,,,GARONNE,,361,TREND,,European Environment Agency,44.10212,3.08633,,,,,,,,,,,
FRA01264,FRFR05148000,France,River station,MONNA,,,GARONNE,,520,TREND,,European Environment Agency,44.10727,3.13749,,,,,,,,,,,
FRA01265,FRFR05148200,France,River station,LAUPIES,,,GARONNE,,1072,TREND,,European Environment Agency,44.07534,3.49141,,,,,,,,,,,
FRA01266,FRFR05149000,France,River station,LE MAYNIAL,,,GARONNE,,545,TREND,,European Environment Agency,44.20031,3.27739,,,,,,,,,,,
FRA01267,FRFR05150000,France,River station,MONTBRUN,,,GARONNE,,613,TREND,,European Environment Agency,44.3331,3.49632,,,,,,,,,,,
FRA01268,FRFR05150900,France,River station,CAMARGUES,,,GARONNE,,1348,TREND,,European Environment Agency,44.38741,3.81925,,,,,,,,,,,
FRA01269,FRFR05151100,France,River station,MARQUAIRES,,,GARONNE,,905,TREND,,European Environment Agency,44.15969,3.61093,,,,,,,,,,,
FRA01270,FRFR05151150,France,River station,CASSAGNAS,,,GARONNE,,785,TREND,,European Environment Agency,44.26776,3.75862,,,,,,,,,,,
FRA01271,FRFR05152000,France,River station,ST AIGNAN,,,GARONNE,,73,TREND,,European Environment Agency,44.0225,1.0794,,,,,,,,,,,
FRA01272,FRFR05153000,France,River station,LAFITTE,,,GARONNE,,86,TREND,,European Environment Agency,43.97251,1.12082,,,,,,,,,,,
FRA01273,FRFR05153945,France,River station,EMPAUME,,,GARONNE,,161,TREND,,European Environment Agency,43.61763,0.89608,,,,,,,,,,,
FRA01274,FRFR05154250,France,River station,BOURRET,,,GARONNE,,82,TREND,,European Environment Agency,43.95293,1.17194,,,,,,,,,,,
FRA01275,FRFR05154400,France,River station,NONAS,,,GARONNE,,132,TREND,,European Environment Agency,43.87924,1.14563,,,,,,,,,,,
FRA01276,FRFR05154500,France,River station,VERDUN,,,GARONNE,,95,TREND,,European Environment Agency,43.85385,1.24298,,,,,,,,,,,
FRA01277,FRFR05155000,France,River station,GRENADE,,,GARONNE,,105,TREND,,European Environment Agency,43.78381,1.27584,,,,,,,,,,,
FRA01278,FRFR05155600,France,River station,ESPAON,,,GARONNE,,184,TREND,,European Environment Agency,43.42109,0.85751,,,,,,,,,,,
FRA01279,FRFR05155800,France,River station,LABASTIDE,,,GARONNE,,158,TREND,,European Environment Agency,43.52113,0.9803,,,,,,,,,,,
FRA01280,FRFR05156950,France,River station,ST SAUVEUR,,,GARONNE,,115,TREND,,European Environment Agency,43.75045,1.38056,,,,,,,,,,,
FRA01281,FRFR05157750,France,River station,RENNEVILLE,,,GARONNE,,177,TREND,,European Environment Agency,43.37772,1.715,,,,,,,,,,,
FRA01282,FRFR05157800,France,River station,SAINT MICHEL DE LANES,,,GARONNE,,205,TREND,,European Environment Agency,43.32497,1.75698,,,,,,,,,,,
FRA01283,FRFR05158150,France,River station,VERFEIL AMONT,,,GARONNE,,151,TREND,,European Environment Agency,43.64196,1.65276,,,,,,,,,,,
FRA01284,FRFR05158200,France,River station,SALVETAT,,,GARONNE,,181,TREND,,European Environment Agency,43.54644,1.79908,,,,,,,,,,,
FRA01285,FRFR05161000,France,River station,GAGNAC,,,GARONNE,,117,TREND,,European Environment Agency,43.70039,1.36814,,,,,,,,,,,
FRA01286,FRFR05161950,France,River station,ST MICHEL DU TOUCH,,,GARONNE,,141,TREND,,European Environment Agency,43.62077,1.39563,,,,,,,,,,,
FRA01287,FRFR05162800,France,River station,LE L HERM,,,GARONNE,,234,TREND,,European Environment Agency,43.40567,1.19559,,,,,,,,,,,
FRA01288,FRFR05163290,France,River station,POUDRERIE,,,GARONNE,,142,TREND,,European Environment Agency,43.57232,1.43689,,,,,,,,,,,
FRA01289,FRFR05164000,France,River station,LACROIX FALGARDE,,,GARONNE,,153,TREND,,European Environment Agency,43.4996,1.40688,,,,,,,,,,,
FRA01290,FRFR05165000,France,River station,LABARTHE,,,GARONNE,,165,TREND,,European Environment Agency,43.45094,1.40658,,,,,,,,,,,
FRA01291,FRFR05165255,France,River station,LEZAT,,,GARONNE,,207,TREND,,European Environment Agency,43.28062,1.35297,,,,,,,,,,,
FRA01292,FRFR05165900,France,River station,CINTEGABELLE,,,GARONNE,,200,TREND,,European Environment Agency,43.31072,1.53295,,,,,,,,,,,
FRA01293,FRFR05166000,France,River station,CALMONT,,,GARONNE,,216,TREND,,European Environment Agency,43.28609,1.63204,,,,,,,,,,,
FRA01294,FRFR05167008,France,River station,MARTY,,,GARONNE,,242,TREND,,European Environment Agency,43.19999,1.73573,,,,,,,,,,,
FRA01295,FRFR05167010,France,River station,VALS,,,GARONNE,,265,TREND,,European Environment Agency,43.09803,1.74497,,,,,,,,,,,
FRA01296,FRFR05169000,France,River station,STE COLOMBE,,,GARONNE,,424,TREND,,European Environment Agency,42.95438,1.96787,,,,,,,,,,,
FRA01297,FRFR05170900,France,River station,LE VERNET,,,GARONNE,,280,TREND,,European Environment Agency,43.18363,1.59917,,,,,,,,,,,
FRA01298,FRFR05172350,France,River station,SEMIS,,,GARONNE,,1168,TREND,,European Environment Agency,42.91896,1.50032,,,,,,,,,,,
FRA01299,FRFR05173400,France,River station,CASTELET,,,GARONNE,,675,TREND,,European Environment Agency,42.73806,1.79343,,,,,,,,,,,
FRA01300,FRFR05174000,France,River station,PINSAGUEL,,,GARONNE,,152,TREND,,European Environment Agency,43.51213,1.38777,,,,,,,,,,,
FRA01301,FRFR05175100,France,River station,FOUSSERET,,,GARONNE,,236,TREND,,European Environment Agency,43.30307,1.13339,,,,,,,,,,,
FRA01302,FRFR05175800,France,River station,MARQUEFAVE,,,GARONNE,,194,TREND,,European Environment Agency,43.31712,1.24443,,,,,,,,,,,
FRA01303,FRFR05176100,France,River station,MONTBRUN,,,GARONNE,,324,TREND,,European Environment Agency,43.10492,1.24717,,,,,,,,,,,
FRA01304,FRFR05176150,France,River station,RADELANQUE,,,GARONNE,,296,TREND,,European Environment Agency,43.08403,1.37392,,,,,,,,,,,
FRA01305,FRFR05176850,France,River station,MEROUS,,,GARONNE,,263,TREND,,European Environment Agency,43.17016,1.11772,,,,,,,,,,,
FRA01306,FRFR05177000,France,River station,CAZERES D7,,,GARONNE,,243,TREND,,European Environment Agency,43.20395,1.08762,,,,,,,,,,,
FRA01307,FRFR05178000,France,River station,ROQUEFORT D13E,,,GARONNE,,292,TREND,,European Environment Agency,43.15782,0.96881,,,,,,,,,,,
FRA01308,FRFR05180295,France,River station,LA RIBEROLE,,,GARONNE,,519,TREND,,European Environment Agency,42.95684,1.19771,,,,,,,,,,,
FRA01309,FRFR05180550,France,River station,BIERT,,,GARONNE,,610,TREND,,European Environment Agency,42.89758,1.31495,,,,,,,,,,,
FRA01310,FRFR05181000,France,River station,LABARTHE INARD,,,GARONNE,,323,TREND,,European Environment Agency,43.09449,0.84139,,,,,,,,,,,
FRA01311,FRFR05181800,France,River station,VALENTINE,,,GARONNE,,365,TREND,,European Environment Agency,43.09769,0.70631,,,,,,,,,,,
FRA01312,FRFR05183000,France,River station,ST LAURENT,,,GARONNE,,461,TREND,,European Environment Agency,43.07227,0.48606,,,,,,,,,,,
FRA01313,FRFR05183900,France,River station,CHAUM,,,GARONNE,,473,TREND,,European Environment Agency,42.93919,0.64741,,,,,,,,,,,
FRA01314,FRFR05183930,France,River station,CIER,,,GARONNE,,596,TREND,,European Environment Agency,42.85265,0.60234,,,,,,,,,,,
FRA01315,FRFR05184000,France,River station,PONT DU ROI,,,GARONNE,,633,TREND,,European Environment Agency,42.84931,0.73586,,,,,,,,,,,
FRA01316,FRFR05184900,France,River station,MOULIN DE TIQUETORTE,,,GARONNE,,9,TREND,,European Environment Agency,45.05602,-0.74511,,,,,,,,,,,
FRA01317,FRFR05191000,France,River station,FACTURE,,,,,8,TREND,,European Environment Agency,44.62637,-0.99625,,,,,,,,,,,
FRA01318,FRFR05192014,France,River station,LA PLAGE,,,,,55,TREND,,European Environment Agency,44.37502,-0.67363,,,,,,,,,,,
FRA01319,FRFR05192100,France,River station,TUC DE HONG,,,,,12,TREND,,European Environment Agency,44.23043,-1.18028,,,,,,,,,,,
FRA01320,FRFR05192315,France,River station,PONT ROUGE,,,,,40,TREND,,European Environment Agency,44.06063,-1.0849,,,,,,,,,,,
FRA01321,FRFR05192320,France,River station,LACOURGEYRE,,,,,58,TREND,,European Environment Agency,44.05558,-1.04244,,,,,,,,,,,
FRA01322,FRFR05197000,France,River station,CASTETS D142,,,,,34,TREND,,European Environment Agency,43.88569,-1.18171,,,,,,,,,,,
FRA01323,FRFR05197200,France,River station,AZUR,,,,,15,TREND,,European Environment Agency,43.77539,-1.27417,,,,,,,,,,,
FRA01324,FRFR05198750,France,River station,USTARITZ,,,,,20,TREND,,European Environment Agency,43.39173,-1.45093,,,,,,,,,,,
FRA01325,FRFR05199600,France,River station,SAINT MARTIN,,,,,123,TREND,,European Environment Agency,43.22739,-1.30319,,,,,,,,,,,
FRA01326,FRFR05199800,France,River station,PONT NOBLIAT,,,,,114,TREND,,European Environment Agency,43.26786,-1.34541,,,,,,,,,,,
FRA01327,FRFR05200050,France,River station,ASCARAT,,,,,157,TREND,,European Environment Agency,43.16968,-1.24813,,,,,,,,,,,
FRA01328,FRFR05201050,France,River station,BISCAY,,,,,31,TREND,,European Environment Agency,43.40009,-1.05184,,,,,,,,,,,
FRA01329,FRFR05201055,France,River station,AICIRITS,,,,,43,TREND,,European Environment Agency,43.33698,-1.02656,,,,,,,,,,,
FRA01330,FRFR05201400,France,River station,PEYREHORADE,,,,,8,TREND,,European Environment Agency,43.54317,-1.10504,,,,,,,,,,,
FRA01331,FRFR05202000,France,River station,SORDE L ABBAYE,,,,,7,TREND,,European Environment Agency,43.53176,-1.06828,,,,,,,,,,,
FRA01332,FRFR05202950,France,River station,UNDUREIN,,,,,114,TREND,,European Environment Agency,43.28283,-0.87378,,,,,,,,,,,
FRA01333,FRFR05204000,France,River station,SAUVETERRE BEARN,,,,,61,TREND,,European Environment Agency,43.39459,-0.94394,,,,,,,,,,,
FRA01334,FRFR05206000,France,River station,BIDOS,,,,,233,TREND,,European Environment Agency,43.17867,-0.6049,,,,,,,,,,,
FRA01335,FRFR05206750,France,River station,PONSUZOU,,,,,390,TREND,,European Environment Agency,43.03421,-0.60626,,,,,,,,,,,
FRA01336,FRFR05209000,France,River station,ORTHEZ,,,,,55,TREND,,European Environment Agency,43.4902,-0.82415,,,,,,,,,,,
FRA01337,FRFR05209500,France,River station,TAILLADE,,,,,100,TREND,,European Environment Agency,43.41528,-0.72208,,,,,,,,,,,
FRA01338,FRFR05211900,France,River station,BLAZY,,,,,150,TREND,,European Environment Agency,43.28015,-0.50064,,,,,,,,,,,
FRA01339,FRFR05212000,France,River station,ABIDOS,,,,,95,TREND,,European Environment Agency,43.40379,-0.62415,,,,,,,,,,,
FRA01340,FRFR05215100,France,River station,ASSAT,,,,,209,TREND,,European Environment Agency,43.24414,-0.30793,,,,,,,,,,,
FRA01341,FRFR05216210,France,River station,RIEULHES,,,,,351,TREND,,European Environment Agency,43.1026,-0.14244,,,,,,,,,,,
FRA01342,FRFR05217150,France,River station,ARROUZA,,,,,394,TREND,,European Environment Agency,43.08624,-0.04939,,,,,,,,,,,
FRA01343,FRFR05218000,France,River station,PRECHAC,,,,,431,TREND,,European Environment Agency,42.99561,-0.07929,,,,,,,,,,,
FRA01344,FRFR05218500,France,River station,PONT DE LA REINE,,,,,667,TREND,,European Environment Agency,42.90636,-0.03499,,,,,,,,,,,
FRA01345,FRFR05218700,France,River station,BROULE,,,,,1454,TREND,,European Environment Agency,42.72969,-0.00781,,,,,,,,,,,
FRA01346,FRFR05219000,France,River station,SAINT PANDELON,,,,,11,TREND,,European Environment Agency,43.67665,-1.04203,,,,,,,,,,,
FRA01347,FRFR05219600,France,River station,LAMEYSOUETTE,,,,,43,TREND,,European Environment Agency,43.60704,-0.93496,,,,,,,,,,,
FRA01348,FRFR05220000,France,River station,AMOU BEARN,,,,,48,TREND,,European Environment Agency,43.59109,-0.74756,,,,,,,,,,,
FRA01349,FRFR05220950,France,River station,AMOU FRANCE,,,,,40,TREND,,European Environment Agency,43.61541,-0.71429,,,,,,,,,,,
FRA01350,FRFR05221600,France,River station,PISSEU,,,,,205,TREND,,European Environment Agency,43.40419,-0.28403,,,,,,,,,,,
FRA01351,FRFR05222980,France,River station,MANDILLOT,,,,,18,TREND,,European Environment Agency,43.73901,-1.04259,,,,,,,,,,,
FRA01352,FRFR05223000,France,River station,ST VINCENT DE PAUL,,,,,8,TREND,,European Environment Agency,43.7338,-0.99955,,,,,,,,,,,
FRA01353,FRFR05223170,France,River station,NENE,,,,,140,TREND,,European Environment Agency,43.62489,-0.48799,,,,,,,,,,,
FRA01354,FRFR05225100,France,River station,TARTAS,,,,,23,TREND,,European Environment Agency,43.83419,-0.80718,,,,,,,,,,,
FRA01355,FRFR05225300,France,River station,SAINT YAGUEN,,,,,24,TREND,,European Environment Agency,43.8768,-0.75626,,,,,,,,,,,
FRA01356,FRFR05226000,France,River station,CAMPAGNE,,,,,29,TREND,,European Environment Agency,43.90772,-0.65932,,,,,,,,,,,
FRA01357,FRFR05226050,France,River station,GAREIN,,,,,87,TREND,,European Environment Agency,44.05079,-0.64967,,,,,,,,,,,
FRA01358,FRFR05227000,France,River station,ST AVIT,,,,,51,TREND,,European Environment Agency,43.9425,-0.45111,,,,,,,,,,,
FRA01359,FRFR05228000,France,River station,ROQUEFORT N132,,,,,70,TREND,,European Environment Agency,44.03452,-0.32422,,,,,,,,,,,
FRA01360,FRFR05228500,France,River station,LE CAMPAGNE,,,,,119,TREND,,European Environment Agency,43.86386,0.01486,,,,,,,,,,,
FRA01361,FRFR05229000,France,River station,GAILLERES,,,,,56,TREND,,European Environment Agency,43.89683,-0.39036,,,,,,,,,,,
FRA01362,FRFR05229160,France,River station,LA JEANNINE,,,,,129,TREND,,European Environment Agency,43.64732,0.06555,,,,,,,,,,,
FRA01363,FRFR05229200,France,River station,ONARD,,,,,16,TREND,,European Environment Agency,43.78922,-0.83727,,,,,,,,,,,
FRA01364,FRFR05229250,France,River station,POUYO,,,,,47,TREND,,European Environment Agency,43.80275,-0.74334,,,,,,,,,,,
FRA01365,FRFR05230000,France,River station,MONTAUT,,,,,37,TREND,,European Environment Agency,43.74586,-0.62653,,,,,,,,,,,
FRA01366,FRFR05230080,France,River station,LE BAS,,,,,63,TREND,,European Environment Agency,43.70026,-0.53289,,,,,,,,,,,
FRA01367,FRFR05230500,France,River station,BERNES,,,,,333,TREND,,European Environment Agency,43.30924,-0.17076,,,,,,,,,,,
FRA01368,FRFR05231050,France,River station,LARRIVIERE,,,,,42,TREND,,European Environment Agency,43.76484,-0.54191,,,,,,,,,,,
FRA01369,FRFR05232000,France,River station,GRAND LEES,,,,,132,TREND,,European Environment Agency,43.67627,-0.23809,,,,,,,,,,,
FRA01370,FRFR05232350,France,River station,BALEIX,,,,,240,TREND,,European Environment Agency,43.37713,-0.11569,,,,,,,,,,,
FRA01371,FRFR05233000,France,River station,ST MONT,,,,,101,TREND,,European Environment Agency,43.65394,-0.15118,,,,,,,,,,,
FRA01372,FRFR05234000,France,River station,TASQUE,,,,,123,TREND,,European Environment Agency,43.64104,0.02191,,,,,,,,,,,
FRA01373,FRFR05234015,France,River station,OZON DARRE,,,,,293,TREND,,European Environment Agency,43.15937,0.24908,,,,,,,,,,,
FRA01374,FRFR05234019,France,River station,ESTIRAC,,,,,167,TREND,,European Environment Agency,43.49786,0.02824,,,,,,,,,,,
FRA01375,FRFR05234020,France,River station,MAUBOURGUET,,,,,178,TREND,,European Environment Agency,43.4682,0.03117,,,,,,,,,,,
FRA01376,FRFR05236100,France,River station,PONT DE GERDE,,,,,609,TREND,,European Environment Agency,43.05404,0.15757,,,,,,,,,,,
FRA01377,FRFR05237000,France,River station,ST PEE,,,,,17,TREND,,European Environment Agency,43.35568,-1.56072,,,,,,,,,,,
FRA01378,FRGLJ112510T,France,Reservoir station,RETENUE DE L ARGUENON,,,,,34,TREND,,European Environment Agency,48.49065,-2.29798,,,,,,,,,,,
FRA01379,FRGLJ412510,France,Reservoir station,RETENUE DU MOULIN NEUF,,,,,20,TREND,,European Environment Agency,47.88737,-4.23778,,,,,,,,,,,
FRA01380,FRGLJ641510S,France,Reservoir station,ETANG DE NOYALO,,,,,9,TREND,,European Environment Agency,47.61609,-2.68246,,,,,,,,,,,
FRA01381,FRGLJ705500T,France,Reservoir station,RETENUE DE VILLAUMUR,,,,,61,TREND,,European Environment Agency,48.1282,-1.29348,,,,,,,,,,,
FRA01382,FRGLJ710540T,France,Reservoir station,ETANG DU BOULET,,,,,66,TREND,,European Environment Agency,48.33952,-1.64451,,,,,,,,,,,
FRA01383,FRGLJ741410S,France,Reservoir station,ETANG DE MARCILLE,,,,,54,TREND,,European Environment Agency,47.9491,-1.36672,,,,,,,,,,,
FRA01384,FRGLJ800510T,France,Reservoir station,RETENUE DE BOSMELEAC,,,,,174,TREND,,European Environment Agency,48.30056,-2.90264,,,,,,,,,,,
FRA01385,FRGLJ836505S,France,Reservoir station,ETANG AU DUC,,,,,33,TREND,,European Environment Agency,47.95056,-2.41335,,,,,,,,,,,
